Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age,Concrete Compressive Strength,Fine_Agg_Copy,Cement_Scaled
143.8,136.3,106.2,178.1,7.5,941.5,774.3,28,26.15,774.3,14.38
148.1,0.0,182.1,181.4,15.0,838.9,884.3,28,15.53,884.3,14.809999999999999
277.0,116.8,91.0,190.6,7.0,946.5,665.6,28,43.58,665.6,27.7
298.1,0.0,107.5,163.6,12.8,953.2,784.0,28,35.87,784.0,29.810000000000002
313.3,145.0,0.0,178.5,8.0,1001.9,688.7,28,41.05,688.7,31.330000000000002
155.2,183.9,143.2,193.8,9.2,879.6,698.5,28,28.99,698.5,15.52
289.0,133.7,0.0,194.9,5.5,924.1,760.1,28,46.25,760.1,28.9
147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28,26.92,828.5,14.780000000000001
145.4,0.0,178.9,201.7,7.8,824.0,868.7,28,10.54,868.7,14.540000000000001
312.7,0.0,0.0,178.1,8.0,999.7,822.2,28,25.1,822.2,31.27
136.4,161.6,125.8,171.6,10.4,922.6,764.4,28,29.07,764.4,13.64
154.8,0.0,142.8,193.3,9.1,877.2,867.7,28,9.74,867.7,15.48
255.3,98.8,77.0,188.6,6.5,919.0,749.3,28,33.8,749.3,25.53
272.8,105.1,81.8,209.7,9.0,904.0,679.7,28,37.17,679.7,27.28
162.0,190.1,148.1,178.8,18.8,838.1,741.4,-1,33.76,741.4,16.2
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28,16.5,657.9,15.36
146.5,114.6,89.3,201.9,8.8,860.0,829.5,28,19.99,829.5,14.65
151.8,178.1,138.7,167.5,18.3,944.0,694.6,28,36.35,694.6,15.180000000000001
309.9,142.8,111.2,167.8,22.1,913.9,651.2,28,38.22,651.2,30.99
143.6,0.0,174.9,158.4,17.9,942.7,844.5,28,15.42,844.5,14.36
303.6,139.9,0.0,213.5,,895.5,722.5,28,33.42,722.5,30.360000000000003
374.3,0.0,0.0,190.2,6.7,1013.2,730.4,28,39.06,730.4,37.43
158.6,148.9,116.0,175.1,15.0,953.3,719.7,-1,27.68,719.7,15.86
152.6,238.7,0.0,200.0,6.3,1001.8,683.9,28,26.86,683.9,15.26
310.0,142.8,0.0,167.9,10.0,914.3,804.0,28,45.3,804.0,31.0
304.8,0.0,99.6,,9.8,959.4,705.2,28,30.12,705.2,30.48
150.9,0.0,183.9,166.6,11.6,991.2,772.2,28,15.57,772.2,15.09
141.9,166.6,129.7,173.5,10.9,882.6,785.3,28,44.61,785.3,14.190000000000001
297.8,137.2,106.9,201.3,6.0,878.4,655.3,28,53.52,655.3,29.78
321.3,164.2,0.0,190.5,4.6,870.0,774.0,28,57.22,774.0,32.13
366.0,187.0,0.0,191.3,6.6,824.3,756.9,28,65.91,756.9,36.6
279.8,128.9,100.4,172.4,9.5,825.1,804.9,28,52.83,804.9,27.98
252.1,97.1,75.6,193.8,8.3,835.5,821.4,28,33.4,821.4,25.21
164.6,0.0,150.4,181.6,11.7,1023.3,728.9,28,18.03,728.9,16.46
155.6,243.5,0.0,180.3,10.7,1022.0,697.7,28,37.36,697.7,15.559999999999999
160.2,188.0,146.4,203.2,11.3,828.7,709.7,28,35.31,709.7,16.02
298.1,0.0,107.0,186.4,6.1,879.0,815.2,28,42.64,815.2,29.810000000000002
317.9,0.0,126.5,209.7,5.7,860.5,736.6,28,40.06,736.6,31.79
287.3,120.5,93.9,187.6,9.2,904.4,695.9,28,43.8,695.9,28.73
325.6,166.4,0.0,174.0,8.9,881.6,790.0,28,61.24,790.0,32.56
355.9,0.0,141.6,193.3,11.0,801.4,778.4,-1,40.87,778.4,35.589999999999996
132.0,206.5,160.9,178.9,5.5,866.9,735.6,28,33.31,735.6,13.2
322.5,148.6,0.0,185.8,8.5,951.0,709.5,28,52.43,709.5,32.25
164.2,0.0,200.1,181.2,12.6,849.3,846.0,28,15.09,846.0,16.419999999999998
313.8,0.0,112.6,169.9,10.1,925.3,782.9,28,38.46,782.9,31.380000000000003
321.4,0.0,127.9,182.5,11.5,870.1,779.7,28,37.27,779.7,32.14
139.7,163.9,127.7,236.7,5.8,868.6,655.6,28,35.23,655.6,13.969999999999999
288.4,121.0,0.0,177.4,7.0,907.9,829.5,28,42.14,829.5,28.839999999999996
298.2,0.0,107.0,209.7,11.1,879.6,744.2,28,31.88,744.2,29.82
264.5,111.0,86.5,195.5,5.9,832.6,790.4,28,41.54,790.4,26.45
159.8,250.0,0.0,168.4,12.2,1049.3,688.2,28,39.46,688.2,15.98
166.0,259.7,0.0,183.2,12.7,858.8,826.8,28,37.92,826.8,16.6
276.4,116.0,90.3,179.6,8.9,870.1,768.3,28,44.28,768.3,27.639999999999997
322.2,0.0,115.6,196.0,10.4,817.9,813.4,28,,813.4,32.22
148.5,139.4,108.6,192.7,6.1,892.4,780.0,28,23.7,780.0,14.85
159.1,186.7,0.0,175.6,,989.6,788.9,28,32.77,788.9,15.91
260.9,100.5,78.3,200.6,8.6,864.5,761.5,28,32.4,761.5,26.089999999999996
