cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class,Gill-Color
x,y,e,f,f,f,c,n,b,t,,s,k,p,p,p,w,8,e,w,v,l,p,b
x,y,E,f,,,c,n,b,t,,s,k,p,w,p,w,8,e,w,v,d,p,b
k,s,n,f,,f,c,n,b,t,,k,k,p,p,p,w,o,e,w,v,d,p,b
x,s,e,f,f,,c,n,b,t,,k,s,p,p,p,w,8,e,w,v,p,p,b
,s,e,f,f,f,c,n,b,t,,s,s,p,w,p,w,8,e,w,v,p,p,b
f,y,n,f,,,c,n,b,t,,s,k,w,w,p,w,8,e,w,v,l,p,b
f,s,e,f,,f,c,n,b,t,,s,s,p,w,p,w,8,e,w,v,d,p,b
f,s,E,f,f,f,c,n,b,t,,s,s,p,p,p,w,o,e,w,v,p,p,b
f,s,n,f,f,f,c,n,b,t,,k,s,w,p,p,w,8,e,w,v,l,p,b
f,y,e,f,,f,c,n,b,t,,s,s,p,w,p,w,8,e,w,v,p,p,b
f,y,e,f,f,f,c,n,b,t,,s,k,p,w,p,w,8,e,w,v,l,p,b
k,s,e,f,s,f,c,n,b,t,,k,s,p,p,p,w,o,e,w,v,d,p,b
x,s,n,f,,f,c,n,b,t,,k,s,w,p,p,w,o,e,w,v,d,p,b
f,y,N,f,y,f,c,n,b,t,,k,s,p,p,p,w,8,e,w,v,d,p,b
,s,e,f,,,c,n,b,t,,k,k,w,w,p,w,o,e,w,v,p,p,b
k,s,n,f,y,f,c,n,b,t,,s,s,w,w,p,w,o,e,w,v,d,p,b
f,y,n,f,f,f,c,n,b,t,,s,s,p,w,p,w,8,e,w,v,p,p,b
x,y,e,f,y,,c,n,b,t,,s,s,p,w,p,w,o,e,w,v,l,p,b
x,y,e,f,f,f,c,n,b,t,,k,k,w,p,p,w,o,e,w,v,p,p,b
x,s,e,f,y,,c,n,b,t,,k,s,p,p,p,w,o,e,w,v,p,p,b
f,y,n,f,,f,c,n,b,t,,k,k,p,w,p,w,o,e,w,v,l,p,b
f,y,n,f,,f,c,n,b,t,,k,s,p,w,p,w,o,e,w,v,p,p,b
f,y,E,f,s,,c,n,b,t,,k,s,p,w,p,w,8,e,w,v,p,p,b
k,y,n,f,,,c,n,b,t,,k,s,w,w,p,w,o,e,w,v,l,p,b
,s,n,f,s,f,c,n,b,t,,k,k,p,p,p,w,8,e,w,v,d,p,b
x,s,e,f,,f,c,n,b,t,,s,s,p,p,p,w,8,e,w,v,l,p,b
,s,n,f,f,f,c,n,b,t,,s,s,p,w,p,w,8,e,w,v,l,p,b
f,y,e,f,f,f,c,n,b,t,,s,k,w,p,p,w,o,e,w,v,p,p,b
k,y,e,f,,,c,n,b,t,,s,k,p,p,p,w,8,e,w,v,d,p,b
x,f,g,f,n,f,w,b,w,e,,s,k,w,w,p,w,8,p,w,s,g,e,w
,y,e,f,f,f,c,n,b,t,,s,s,p,w,p,w,8,e,w,v,l,p,b
x,s,e,f,f,f,c,n,b,t,,k,s,w,p,p,w,o,e,w,v,l,p,b
x,s,e,f,s,f,c,n,b,t,,k,s,p,w,p,w,o,e,w,v,l,p,b
x,y,E,f,s,f,c,n,b,t,,k,k,p,w,p,w,o,e,w,v,d,p,b
,y,N,f,f,f,c,n,b,t,,k,k,p,p,p,w,o,e,w,v,p,p,b
,y,n,f,,f,c,n,b,t,,s,s,p,p,p,w,8,e,w,v,l,p,b
x,s,n,f,s,f,c,n,b,t,,k,s,w,p,p,w,8,e,w,v,p,p,b
x,s,e,f,f,f,c,n,b,t,,k,k,w,p,p,w,o,e,w,v,l,p,b
f,y,e,f,f,f,c,n,b,t,,s,k,p,w,p,w,8,e,w,v,d,p,b
f,s,n,f,f,f,c,n,b,t,,k,k,p,p,p,w,o,e,w,v,l,p,b
f,y,n,f,f,f,c,n,b,t,,k,s,w,p,p,w,8,e,w,v,l,p,b
,y,n,f,y,,c,n,b,t,,k,k,w,p,p,w,8,e,w,v,d,p,b
x,y,E,f,f,f,c,n,b,t,,k,s,w,p,p,w,8,e,w,v,l,p,b
x,s,E,f,,f,c,n,b,t,,s,k,w,w,p,w,8,e,w,v,p,p,b
f,s,n,f,f,f,c,n,b,t,,s,s,p,p,p,w,o,e,w,v,l,p,b
f,s,n,f,s,f,c,n,b,t,,k,s,w,p,p,w,o,e,w,v,d,p,b
x,s,e,f,,,c,n,b,t,,s,k,p,w,p,w,8,e,w,v,d,p,b
f,s,n,f,f,f,c,n,b,t,,k,k,w,p,p,w,o,e,w,v,l,p,b
f,s,n,f,f,f,c,n,b,t,,k,k,p,p,p,w,8,e,w,v,p,p,b
f,y,n,f,f,f,c,n,b,t,,s,s,p,p,p,w,o,e,w,v,p,p,b
,s,n,f,s,f,c,n,b,t,,k,k,w,w,p,w,o,e,w,v,l,p,b
f,s,n,f,y,f,c,n,b,t,,k,s,w,p,p,w,o,e,w,v,l,p,b
f,s,n,f,,f,c,n,b,t,,k,k,p,w,p,w,8,e,w,v,p,p,b
x,s,n,f,y,f,c,n,b,t,,s,s,w,w,p,w,o,e,w,v,p,p,b
f,y,N,f,f,f,c,n,b,t,,k,k,w,p,p,w,o,e,w,v,p,p,b
,s,n,f,,f,c,n,b,t,,k,s,p,w,p,w,o,e,w,v,p,p,b
x,s,n,f,y,f,c,n,b,t,,s,s,p,w,p,w,o,e,w,v,p,p,b
,s,N,f,f,f,c,n,b,t,,k,k,w,p,p,w,8,e,w,v,p,p,b
f,y,n,f,,f,c,n,b,t,,s,s,p,p,p,w,o,e,w,v,d,p,b
x,y,e,f,y,f,c,n,b,t,,s,s,p,p,p,w,o,e,w,v,d,p,b
f,s,E,f,f,f,c,n,b,t,,s,k,w,p,p,w,8,e,w,v,l,p,b
f,y,n,f,,f,c,n,b,t,,s,k,p,p,p,w,o,e,w,v,d,p,b
f,s,e,f,y,,c,n,b,t,,s,k,w,p,p,w,o,e,w,v,l,p,b
x,s,n,f,f,f,c,n,b,t,,k,k,p,w,p,w,8,e,w,v,p,p,b
k,f,w,f,n,f,w,b,p,e,,k,k,w,w,p,w,8,p,w,n,g,e,p
x,s,n,f,,f,c,n,b,t,,s,s,w,p,p,w,8,e,w,v,p,p,b
f,s,n,f,,f,c,n,b,t,,k,s,w,p,p,w,8,e,w,v,d,p,b
f,y,n,f,y,f,c,n,b,t,,k,k,w,w,p,w,8,e,w,v,p,p,b
f,s,n,f,f,f,c,n,b,t,,k,s,w,w,p,w,8,e,w,v,d,p,b
f,y,n,f,,f,c,n,b,t,,k,s,p,w,p,w,o,e,w,v,d,p,b
f,y,N,f,f,,c,n,b,t,,s,s,w,w,p,w,o,e,w,v,l,p,b
f,s,n,f,f,f,c,n,b,t,,s,k,p,p,p,w,o,e,w,v,d,p,b
f,y,e,f,y,f,c,n,b,t,,k,s,p,w,p,w,8,e,w,v,p,p,b
b,s,n,f,n,a,c,b,o,e,,s,s,o,o,p,o,8,p,o,v,l,e,o
f,s,e,f,,f,c,n,b,t,,k,s,w,p,p,w,o,e,w,v,d,p,b
f,s,e,f,,f,c,n,b,t,,k,k,p,p,p,w,8,e,w,v,p,p,b
x,s,e,f,,f,c,n,b,t,,k,k,p,p,p,w,8,e,w,v,l,p,b
f,y,n,f,s,f,c,n,b,t,,s,k,w,w,p,w,o,e,w,v,l,p,b
,y,E,f,,f,c,n,b,t,,k,s,w,p,p,w,o,e,w,v,p,p,b
f,s,n,f,,f,c,n,b,t,,k,s,p,p,p,w,o,e,w,v,l,p,b
f,y,e,f,s,f,c,n,b,t,,k,k,w,p,p,w,8,e,w,v,l,p,b
,s,n,f,s,f,c,n,b,t,,k,s,w,p,p,w,8,e,w,v,p,p,b
k,y,n,f,y,f,c,n,b,t,,k,s,w,w,p,w,o,e,w,v,p,p,b
f,y,e,f,,f,c,n,b,t,,k,s,p,p,p,w,8,e,w,v,l,p,b
f,s,e,f,s,f,c,n,b,t,,k,k,p,p,p,w,o,e,w,v,d,p,b
x,y,e,f,,f,c,n,b,t,,k,s,w,p,p,w,8,e,w,v,p,p,b
f,s,n,f,y,f,c,n,b,t,,k,k,p,p,p,w,8,e,w,v,l,p,b
x,s,e,f,s,,c,n,b,t,,k,s,p,w,p,w,o,e,w,v,p,p,b
k,y,n,f,y,f,c,n,b,t,,k,k,w,w,p,w,8,e,w,v,p,p,b
x,s,n,f,s,f,c,n,b,t,,k,k,w,p,p,w,o,e,w,v,p,p,b
x,y,e,f,f,f,c,n,b,t,,k,k,w,p,p,w,o,e,w,v,d,p,b
f,y,n,f,y,f,c,n,b,t,,k,s,w,w,p,w,o,e,w,v,d,p,b
f,s,e,f,y,,c,n,b,t,,s,k,p,p,p,w,8,e,w,v,d,p,b
f,s,n,f,,f,c,n,b,t,,s,s,w,w,p,w,o,e,w,v,p,p,b
x,s,W,f,n,f,w,b,g,e,,k,s,w,w,p,w,8,p,w,s,g,e,g
f,y,n,f,,f,c,n,b,t,,s,s,w,p,p,w,8,e,w,v,d,p,b
,s,n,f,f,f,c,n,b,t,,s,k,w,p,p,w,o,e,w,v,l,p,b
x,y,e,f,y,f,c,n,b,t,,s,s,p,p,p,w,o,e,w,v,l,p,b
f,s,e,f,s,f,c,n,b,t,,s,k,w,p,p,w,o,e,w,v,l,p,b
x,s,n,f,,f,c,n,b,t,,s,s,w,p,p,w,8,e,w,v,p,p,b
x,y,e,f,f,f,c,n,b,t,,s,k,p,w,p,w,8,e,w,v,l,p,b
k,f,g,f,,f,w,b,g,e,,k,k,w,w,p,w,8,p,w,s,g,e,g
f,s,e,f,s,f,c,n,b,t,,k,s,w,p,p,w,o,e,w,v,l,p,b
f,y,E,f,s,f,c,n,b,t,,s,k,w,w,p,w,o,e,w,v,p,p,b
b,f,w,f,,,w,b,w,e,,s,k,w,w,p,w,8,p,w,s,g,e,w
f,s,n,f,,f,c,n,b,t,,s,k,p,w,p,w,8,e,w,v,l,p,b
x,y,e,f,s,f,c,n,b,t,,k,s,w,w,p,w,o,e,w,v,l,p,b
x,y,E,f,f,f,c,n,b,t,,s,k,p,p,p,w,o,e,w,v,d,p,b
f,s,N,f,,f,c,n,b,t,,k,s,w,w,p,w,o,e,w,v,p,p,b
x,s,n,f,f,f,c,n,b,t,,k,k,p,p,p,w,o,e,w,v,d,p,b
f,s,e,f,s,,c,n,b,t,,k,k,w,w,p,w,o,e,w,v,p,p,b
f,s,e,f,s,f,c,n,b,t,,s,k,p,p,p,w,8,e,w,v,l,p,b
f,s,e,f,,f,c,n,b,t,,s,s,p,w,p,w,8,e,w,v,l,p,b
x,y,e,f,,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,p,w
f,y,n,f,,f,c,n,b,t,,s,k,p,p,p,w,8,e,w,v,d,p,b
f,y,e,f,y,f,c,n,b,t,,s,s,w,w,p,w,8,e,w,v,d,p,b
x,s,e,f,,,c,n,b,t,,k,k,p,w,p,w,o,e,w,v,p,p,b
f,s,e,f,y,,c,n,b,t,,s,s,p,w,p,w,8,e,w,v,p,p,b
,y,e,f,,f,c,n,b,t,,k,k,w,w,p,w,o,e,w,v,p,p,b
f,y,e,f,s,f,c,n,b,t,,s,s,p,w,p,w,8,e,w,v,l,p,b
x,s,e,f,,f,c,n,b,t,,k,k,w,w,p,w,8,e,w,v,l,p,b
f,s,e,f,,f,c,n,b,t,,s,k,p,w,p,w,o,e,w,v,p,p,b
,s,n,f,n,a,c,b,n,e,,s,s,o,o,p,n,8,p,y,c,l,e,n
f,y,n,f,s,f,c,n,b,t,,s,k,p,w,p,w,8,e,w,v,d,p,b
,y,e,f,s,f,c,n,b,t,,s,s,w,p,p,w,o,e,w,v,l,p,b
f,y,E,f,,f,c,n,b,t,,s,s,w,w,p,w,8,e,w,v,l,p,b
x,s,n,f,f,f,c,n,b,t,,k,s,p,w,p,w,8,e,w,v,p,p,b
x,s,e,f,y,f,c,n,b,t,,k,s,p,p,p,w,8,e,w,v,d,p,b
,y,e,f,f,f,c,n,b,t,,k,k,p,p,p,w,o,e,w,v,d,p,b
x,s,e,f,s,,c,n,b,t,,s,k,w,p,p,w,o,e,w,v,p,p,b
,y,e,f,y,f,c,n,b,t,,s,s,p,p,p,w,o,e,w,v,p,p,b
f,y,e,f,f,,c,n,b,t,,s,k,w,w,p,w,8,e,w,v,p,p,b
x,s,n,f,n,a,c,b,n,e,,s,s,o,o,p,n,o,p,o,v,l,e,n
,s,n,f,,f,c,n,b,t,,k,k,p,p,p,w,o,e,w,v,p,p,b
x,y,e,f,f,,c,n,b,t,,s,s,w,w,p,w,8,e,w,v,p,p,b
f,s,n,f,,f,c,n,b,t,,s,s,w,p,p,w,o,e,w,v,d,p,b
f,y,e,f,y,f,c,n,b,t,,k,k,w,w,p,w,o,e,w,v,p,p,b
,y,E,f,f,,c,n,b,t,,k,s,p,w,p,w,o,e,w,v,d,p,b
x,s,n,f,s,f,c,n,b,t,,k,s,p,w,p,w,o,e,w,v,d,p,b
x,s,n,f,,f,c,n,b,t,,s,k,w,p,p,w,8,e,w,v,l,p,b
,s,N,f,y,,c,n,b,t,,s,s,w,w,p,w,o,e,w,v,l,p,b
x,y,e,f,,f,c,n,b,t,,s,s,p,w,p,w,8,e,w,v,d,p,b
,s,n,f,,f,c,n,b,t,,k,s,p,p,p,w,o,e,w,v,l,p,b
f,s,n,f,y,f,c,n,b,t,,s,s,w,p,p,w,8,e,w,v,l,p,b
k,y,e,f,y,f,c,n,b,t,,s,s,p,p,p,w,o,e,w,v,l,p,b
x,s,n,f,y,f,c,n,b,t,,k,s,w,p,p,w,8,e,w,v,d,p,b
f,y,n,f,y,f,c,n,b,t,,s,k,p,w,p,w,8,e,w,v,p,p,b
k,s,w,f,n,f,w,b,g,e,,s,k,w,w,p,w,t,p,w,n,g,e,g
f,s,e,f,y,f,c,n,b,t,,s,k,w,w,p,w,o,e,w,v,l,p,b
,s,e,f,y,,c,n,b,t,,s,k,p,w,p,w,o,e,w,v,l,p,b
,y,n,f,,f,c,n,b,t,,s,s,w,p,p,w,o,e,w,v,d,p,b
f,y,n,f,,f,c,n,b,t,,k,k,p,p,p,w,8,e,w,v,p,p,b
f,y,e,f,y,,c,n,b,t,,k,k,p,w,p,w,8,e,w,v,d,p,b
x,s,n,f,f,f,c,n,b,t,,k,k,p,p,p,w,o,e,w,v,p,p,b
f,y,n,f,,,c,n,b,t,,k,k,w,p,p,w,o,e,w,v,l,p,b
x,s,n,f,s,f,c,n,b,t,,s,k,w,p,p,w,8,e,w,v,l,p,b
,y,n,f,y,f,c,n,b,t,,k,k,p,p,p,w,o,e,w,v,l,p,b
,s,e,f,s,f,c,n,b,t,,k,s,w,p,p,w,8,e,w,v,d,p,b
f,y,e,f,s,f,c,n,b,t,,k,k,p,p,p,w,o,e,w,v,l,p,b
f,y,e,f,f,f,c,n,b,t,,s,s,w,w,p,w,8,e,w,v,l,p,b
f,y,e,f,s,,c,n,b,t,,k,k,w,p,p,w,o,e,w,v,p,p,b
f,y,n,f,,f,c,n,b,t,,s,s,w,w,p,w,8,e,w,v,p,p,b
f,y,n,f,,,c,n,b,t,,s,s,w,p,p,w,8,e,w,v,l,p,b
,y,n,f,,f,c,n,b,t,,k,s,p,w,p,w,o,e,w,v,l,p,b
k,y,n,f,y,f,c,n,b,t,,k,s,p,w,p,w,o,e,w,v,p,p,b
,s,e,f,,f,c,n,b,t,,k,s,w,p,p,w,o,e,w,v,p,p,b
x,s,E,f,y,f,c,n,b,t,,k,k,w,p,p,w,o,e,w,v,d,p,b
k,s,N,f,,f,c,n,b,t,,k,s,p,w,p,w,8,e,w,v,l,p,b
,s,E,f,f,,c,n,b,t,,s,s,p,p,p,w,o,e,w,v,p,p,b
f,s,N,f,f,f,c,n,b,t,,k,k,p,w,p,w,o,e,w,v,d,p,b
x,s,e,f,s,f,c,n,b,t,,s,k,w,w,p,w,8,e,w,v,l,p,b
f,s,N,f,,,c,n,b,t,,s,k,p,w,p,w,o,e,w,v,p,p,b
,s,n,f,,f,c,n,b,t,,k,k,w,p,p,w,8,e,w,v,l,p,b
,y,e,f,y,,c,n,b,t,,s,k,w,p,p,w,8,e,w,v,d,p,b
x,s,N,f,f,f,c,n,b,t,,k,s,w,p,p,w,8,e,w,v,l,p,b
,s,e,f,y,,c,n,b,t,,s,s,w,w,p,w,8,e,w,v,p,p,b
x,s,e,f,s,f,c,n,b,t,,s,k,w,w,p,w,8,e,w,v,d,p,b
,s,n,f,s,f,c,n,b,t,,k,k,p,p,p,w,8,e,w,v,p,p,b
,y,E,f,s,f,c,n,b,t,,s,s,w,w,p,w,o,e,w,v,d,p,b
f,y,e,f,y,,c,n,b,t,,s,k,p,w,p,w,o,e,w,v,p,p,b
,s,e,f,s,,c,n,b,t,,k,s,p,w,p,w,o,e,w,v,d,p,b
,s,e,f,,,c,n,b,t,,k,k,w,w,p,w,8,e,w,v,d,p,b
f,y,e,f,,f,c,n,b,t,,k,k,w,w,p,w,o,e,w,v,l,p,b
f,s,e,f,y,f,c,n,b,t,,k,s,w,w,p,w,8,e,w,v,p,p,b
,s,e,f,,f,c,n,b,t,,s,k,p,w,p,w,o,e,w,v,l,p,b
f,y,n,f,f,f,c,n,b,t,,k,k,w,p,p,w,8,e,w,v,d,p,b
f,s,n,f,,f,c,n,b,t,,s,k,w,w,p,w,o,e,w,v,p,p,b
x,s,e,f,,,c,n,b,t,,s,k,w,p,p,w,o,e,w,v,p,p,b
f,y,n,f,,f,c,n,b,t,,k,k,p,p,p,w,o,e,w,v,l,p,b
f,s,n,f,s,f,c,n,b,t,,s,k,p,p,p,w,8,e,w,v,d,p,b
f,y,n,f,,f,c,n,b,t,,k,s,p,p,p,w,8,e,w,v,l,p,b
,s,e,f,,f,c,n,b,t,,k,k,p,w,p,w,o,e,w,v,l,p,b
f,y,e,f,f,f,c,n,b,t,,s,k,p,w,p,w,8,e,w,v,p,p,b
f,y,n,f,y,f,c,n,b,t,,k,s,w,p,p,w,o,e,w,v,d,p,b
f,s,e,f,y,f,c,n,b,t,,k,k,w,p,p,w,8,e,w,v,d,p,b
,s,e,f,,f,c,n,b,t,,s,k,w,p,p,w,o,e,w,v,d,p,b
f,y,n,f,s,f,c,n,b,t,,k,k,p,p,p,w,8,e,w,v,d,p,b
f,s,e,f,f,f,c,n,b,t,,k,s,w,w,p,w,o,e,w,v,d,p,b
f,s,n,f,,,c,n,b,t,,k,s,p,p,p,w,8,e,w,v,d,p,b
k,y,e,f,,f,c,n,b,t,,s,s,p,p,p,w,8,e,w,v,d,p,b
f,y,e,f,f,f,c,n,b,t,,s,k,w,w,p,w,o,e,w,v,d,p,b
f,s,e,f,f,,c,n,b,t,,k,k,w,p,p,w,o,e,w,v,d,p,b
f,y,e,f,,f,c,n,b,t,,s,s,w,p,p,w,o,e,w,v,d,p,b
f,y,n,f,s,f,c,n,b,t,,k,s,w,p,p,w,8,e,w,v,l,p,b
f,y,e,f,,f,c,n,b,t,,s,s,p,p,p,w,8,e,w,v,p,p,b
f,s,n,f,,f,c,n,b,t,,s,k,p,p,p,w,o,e,w,v,p,p,b
x,y,e,f,y,,c,n,b,t,,s,s,w,w,p,w,8,e,w,v,d,p,b
x,f,W,f,,f,w,b,p,e,,k,s,w,w,p,w,8,p,w,n,g,e,p
x,s,e,f,s,f,c,n,b,t,,k,s,w,w,p,w,8,e,w,v,d,p,b
,s,e,f,,f,c,n,b,t,,s,s,p,w,p,w,8,e,w,v,l,p,b
,y,n,f,y,f,c,n,b,t,,k,k,p,w,p,w,o,e,w,v,l,p,b
x,s,e,f,y,f,c,n,b,t,,s,s,p,p,p,w,o,e,w,v,d,p,b
x,s,n,f,y,f,c,n,b,t,,s,k,w,w,p,w,o,e,w,v,d,p,b
x,s,n,f,f,,c,n,b,t,,k,s,w,w,p,w,8,e,w,v,p,p,b
x,s,n,f,y,f,c,n,b,t,,k,k,w,w,p,w,8,e,w,v,l,p,b
x,f,g,f,n,,w,b,p,e,,s,k,w,w,p,w,t,p,w,n,g,e,p
f,y,e,f,f,f,c,n,b,t,,k,s,w,p,p,w,o,e,w,v,l,p,b
f,y,e,f,f,f,c,n,b,t,,s,k,w,p,p,w,8,e,w,v,l,p,b
,y,E,f,,f,c,n,b,t,,s,s,w,w,p,w,o,e,w,v,p,p,b
x,s,n,f,y,,c,n,b,t,,k,k,p,w,p,w,o,e,w,v,p,p,b
k,s,e,f,y,f,c,n,b,t,,k,s,p,p,p,w,o,e,w,v,p,p,b
k,y,e,f,f,f,c,n,b,t,,k,s,w,w,p,w,8,e,w,v,d,p,b
f,y,e,f,s,,c,n,b,t,,k,k,p,p,p,w,8,e,w,v,d,p,b
x,s,n,f,,f,c,n,b,t,,k,k,w,w,p,w,8,e,w,v,l,p,b
f,s,n,f,s,f,c,n,b,t,,k,s,w,w,p,w,8,e,w,v,l,p,b
x,s,e,f,s,f,c,n,b,t,,k,s,w,w,p,w,8,e,w,v,p,p,b
f,y,n,f,y,f,c,n,b,t,,k,k,w,w,p,w,o,e,w,v,d,p,b
x,s,n,f,s,f,c,n,b,t,,k,s,w,w,p,w,o,e,w,v,p,p,b
k,f,w,f,n,,w,b,p,e,,s,k,w,w,p,w,t,p,w,n,g,e,p
k,y,n,f,f,f,c,n,b,t,,s,k,p,w,p,w,o,e,w,v,d,p,b
f,s,e,f,f,f,c,n,b,t,,s,k,p,w,p,w,o,e,w,v,d,p,b
x,y,e,f,,f,c,n,b,t,,k,s,p,p,p,w,o,e,w,v,d,p,b
x,s,n,f,s,,c,n,b,t,,s,s,p,p,p,w,o,e,w,v,l,p,b
x,s,N,f,y,f,c,n,b,t,,s,s,w,p,p,w,o,e,w,v,d,p,b
f,y,e,f,y,f,c,n,b,t,,k,s,w,p,p,w,8,e,w,v,l,p,b
f,y,n,f,s,f,c,n,b,t,,s,s,w,p,p,w,o,e,w,v,l,p,b
x,y,e,f,,f,c,n,b,t,,s,s,w,w,p,w,o,e,w,v,l,p,b
,s,e,f,y,f,c,n,b,t,,s,k,p,p,p,w,8,e,w,v,p,p,b
,s,e,f,s,,c,n,b,t,,s,k,p,w,p,w,8,e,w,v,d,p,b
x,s,n,f,s,f,c,n,b,t,,k,s,p,w,p,w,o,e,w,v,p,p,b
f,y,n,f,f,f,c,n,b,t,,k,k,w,p,p,w,o,e,w,v,l,p,b
f,y,e,f,s,f,c,n,b,t,,s,k,w,p,p,w,8,e,w,v,l,p,b
f,y,n,f,s,,c,n,b,t,,k,s,w,w,p,w,o,e,w,v,l,p,b
,y,n,f,f,,c,n,b,t,,s,s,w,w,p,w,o,e,w,v,d,p,b
f,s,n,f,,,c,n,b,t,,s,k,p,p,p,w,o,e,w,v,p,p,b
f,y,e,f,f,f,c,n,b,t,,k,s,p,w,p,w,8,e,w,v,p,p,b
f,y,e,f,,f,c,n,b,t,,k,s,w,p,p,w,o,e,w,v,l,p,b
x,y,E,f,s,f,c,n,b,t,,k,s,w,p,p,w,o,e,w,v,p,p,b
k,s,e,f,f,f,c,n,b,t,,s,k,p,p,p,w,8,e,w,v,p,p,b
f,y,e,f,s,f,c,n,b,t,,s,s,p,w,p,w,o,e,w,v,p,p,b
f,y,n,f,y,,c,n,b,t,,s,s,w,p,p,w,o,e,w,v,p,p,b
f,s,n,f,s,f,c,n,b,t,,k,k,p,p,p,w,8,e,w,v,d,p,b
f,s,E,f,y,f,c,n,b,t,,s,k,w,w,p,w,o,e,w,v,p,p,b
,s,e,f,f,f,c,n,b,t,,s,k,w,p,p,w,o,e,w,v,p,p,b
f,y,e,f,s,f,c,n,b,t,,s,s,w,w,p,w,o,e,w,v,p,p,b
f,s,n,f,s,f,c,n,b,t,,k,k,p,w,p,w,o,e,w,v,p,p,b
,s,n,f,n,a,c,b,n,e,,s,s,o,o,p,o,o,p,b,v,l,e,n
x,s,N,f,,,c,n,b,t,,s,s,p,w,p,w,o,e,w,v,l,p,b
k,s,N,f,y,,c,n,b,t,,s,s,p,w,p,w,o,e,w,v,l,p,b
f,s,N,f,f,f,c,n,b,t,,s,k,w,p,p,w,8,e,w,v,d,p,b
f,s,n,f,,f,c,n,b,t,,k,s,w,w,p,w,8,e,w,v,d,p,b
,s,n,f,y,,c,n,b,t,,s,s,w,p,p,w,8,e,w,v,p,p,b
f,s,n,f,y,f,c,n,b,t,,k,k,w,w,p,w,8,e,w,v,d,p,b
f,y,e,f,,f,c,n,b,t,,k,s,p,p,p,w,8,e,w,v,p,p,b
f,y,e,f,y,,c,n,b,t,,s,k,p,p,p,w,8,e,w,v,d,p,b
f,s,n,f,f,f,c,n,b,t,,s,s,p,w,p,w,8,e,w,v,l,p,b
x,s,E,f,f,f,c,n,b,t,,s,k,w,p,p,w,8,e,w,v,l,p,b
x,s,n,f,s,f,c,n,b,t,,s,k,w,w,p,w,8,e,w,v,p,p,b
x,s,e,f,y,f,c,n,b,t,,s,s,p,p,p,w,8,e,w,v,p,p,b
x,s,e,f,,f,c,n,b,t,,k,k,p,p,p,w,o,e,w,v,d,p,b
f,y,e,f,,f,c,n,b,t,,k,s,p,w,p,w,8,e,w,v,l,p,b
x,s,E,f,y,f,c,n,b,t,,k,k,p,w,p,w,o,e,w,v,p,p,b
k,s,e,f,y,f,c,n,b,t,,k,s,p,w,p,w,o,e,w,v,l,p,b
x,y,e,f,f,f,c,n,b,t,,s,s,w,p,p,w,8,e,w,v,p,p,b
f,s,n,f,f,,c,n,b,t,,s,s,w,p,p,w,o,e,w,v,p,p,b
f,s,n,f,y,f,c,n,b,t,,s,k,p,p,p,w,o,e,w,v,l,p,b
x,s,n,f,,f,c,n,b,t,,s,s,w,p,p,w,8,e,w,v,d,p,b
k,y,e,f,y,f,c,n,b,t,,s,k,w,w,p,w,8,e,w,v,p,p,b
x,s,e,f,y,f,c,n,b,t,,k,k,p,w,p,w,o,e,w,v,l,p,b
f,y,n,f,,f,c,n,b,t,,s,s,p,w,p,w,8,e,w,v,d,p,b
,y,e,f,s,f,c,n,b,t,,k,s,w,w,p,w,o,e,w,v,d,p,b
,y,n,f,s,f,c,n,b,t,,s,s,p,p,p,w,8,e,w,v,p,p,b
f,s,n,f,s,f,c,n,b,t,,k,k,p,p,p,w,8,e,w,v,l,p,b
f,s,e,f,y,f,c,n,b,t,,s,s,w,p,p,w,o,e,w,v,p,p,b
k,y,n,f,y,f,c,n,b,t,,k,k,w,p,p,w,8,e,w,v,p,p,b
f,y,e,f,y,f,c,n,b,t,,s,k,w,w,p,w,8,e,w,v,l,p,b
f,s,e,f,,f,c,n,b,t,,s,s,p,w,p,w,8,e,w,v,p,p,b
f,s,n,f,f,,c,n,b,t,,s,s,w,w,p,w,o,e,w,v,d,p,b
,s,n,f,y,,c,n,b,t,,s,s,w,p,p,w,o,e,w,v,l,p,b
f,y,N,f,s,f,c,n,b,t,,k,s,p,w,p,w,8,e,w,v,d,p,b
f,y,E,f,,f,c,n,b,t,,k,k,w,w,p,w,8,e,w,v,d,p,b
x,y,e,f,,f,c,n,b,t,,k,k,p,p,p,w,8,e,w,v,d,p,b
f,s,e,f,s,f,c,n,b,t,,k,s,w,w,p,w,o,e,w,v,p,p,b
x,s,n,f,s,,c,n,b,t,,k,k,w,p,p,w,o,e,w,v,l,p,b
f,s,n,f,y,f,c,n,b,t,,k,k,p,p,p,w,o,e,w,v,p,p,b
f,s,n,f,s,f,c,n,b,t,,s,k,w,w,p,w,o,e,w,v,l,p,b
f,s,e,f,y,,c,n,b,t,,s,s,p,p,p,w,8,e,w,v,p,p,b
x,s,g,f,n,f,w,b,p,e,,s,k,w,w,p,w,8,p,w,n,g,e,p
k,y,n,f,y,f,c,n,b,t,,k,k,p,w,p,w,o,e,w,v,p,p,b
